Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Jason Hoggan,1202,2:38.9,34,34,21.53,3:04.54,1.19,2:38.9,21.53,3:04.54,1.19,9:02.8,72,72,1:38.95,10:20.94,0.79,9:02.8,1:58.79,10:34.97,0.78,C+69,85,85,34.94,25:36.09,,29:27,2:17.38,30:44.56,0.56,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,231,222,222,18.35,241.5,-0.57,231.0,18.35,241.5,-0.57,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,2:48.5,283,283,39.85,1:56.3,-1.31,2:48.5,44.34,1:57.86,-1.14
Tyler Wilcox,1202,2:59.5,154,154,21.53,3:04.54,0.23,2:59.5,21.53,3:04.54,0.23,9:21.0,89,89,1:38.95,10:20.94,0.61,9:21,1:58.79,10:34.97,0.62,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,C+40,308,308,24,2:19.73,,3:40,34.24,2:37.26,-1.83,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,14:30.4,131,131,1:16.23,13:53.46,-0.48,14:30.4,1:35.89,14:45.35,0.16,1:39.1,142,142,39.85,1:56.3,0.43,1:39.1,44.34,1:57.86,0.42
Kieran Hogan,1207,3:41.1,304,304,21.53,3:04.54,-1.7,3:41.1,21.53,3:04.54,-1.7,10:00.0,146,146,1:38.95,10:20.94,0.21,10:00,1:58.79,10:34.97,0.29,C+62,67,67,34.94,25:36.09,,29:06,2:17.38,30:44.56,0.72,2:48.0,185,185,24,2:19.73,-1.18,2:48,34.24,2:37.26,-0.31,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,15:10.6,167,167,1:16.23,13:53.46,-1.01,15:10.6,1:35.89,14:45.35,-0.26,1:47.9,182,182,39.85,1:56.3,0.21,1:47.9,44.34,1:57.86,0.22
Patrick Burke,1210,2:59.7,155,155,21.53,3:04.54,0.22,2:59.7,21.53,3:04.54,0.22,8:34.1,44,44,1:38.95,10:20.94,1.08,8:34.1,1:58.79,10:34.97,1.02,C+75,106,106,34.94,25:36.09,,29:45,2:17.38,30:44.56,0.43,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,190,307,307,18.35,241.5,-2.81,190.0,18.35,241.5,-2.81,13:53.1,97,97,1:16.23,13:53.46,0.0,13:53.1,1:35.89,14:45.35,0.54,2:08.1,235,235,39.85,1:56.3,-0.3,2:08.1,44.34,1:57.86,-0.23
Joshua Santhou,1211,2:54.3,118,118,21.53,3:04.54,0.48,2:54.3,21.53,3:04.54,0.48,9:01.8,70,70,1:38.95,10:20.94,0.8,9:01.8,1:58.79,10:34.97,0.78,C+132,292,292,34.94,25:36.09,,33:40,2:17.38,30:44.56,-1.28,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,255,72,72,18.35,241.5,0.74,255.0,18.35,241.5,0.74,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,1:43.4,162,162,39.85,1:56.3,0.32,1:43.4,44.34,1:57.86,0.33
Cole Bernier,1211,2:48.5,79,79,21.53,3:04.54,0.74,2:48.5,21.53,3:04.54,0.74,8:40.0,48,48,1:38.95,10:20.94,1.02,8:40,1:58.79,10:34.97,0.97,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,C+5,261,261,24,2:19.73,,3:05,34.24,2:37.26,-0.81,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+84,314,314,1:16.23,13:53.46,,17:24,1:35.89,14:45.35,-1.65,2:29.6,269,269,39.85,1:56.3,-0.84,2:29.6,44.34,1:57.86,-0.72
Carl Appel,1213,3:32.5,288,288,21.53,3:04.54,-1.3,3:32.5,21.53,3:04.54,-1.3,11:16.7,228,228,1:38.95,10:20.94,-0.56,11:16.7,1:58.79,10:34.97,-0.35,C+71,93,93,34.94,25:36.09,,29:33,2:17.38,30:44.56,0.52,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,250,93,93,18.35,241.5,0.46,250.0,18.35,241.5,0.46,C+0,209,209,1:16.23,13:53.46,,16:00,1:35.89,14:45.35,-0.78,1:28.6,79,79,39.85,1:56.3,0.7,1:28.6,44.34,1:57.86,0.66
Tommy Vinas,1213,3:46.7,313,313,21.53,3:04.54,-1.96,3:46.7,21.53,3:04.54,-1.96,9:05.2,74,74,1:38.95,10:20.94,0.77,9:05.2,1:58.79,10:34.97,0.76,C+92,157,157,34.94,25:36.09,,30:36,2:17.38,30:44.56,0.06,C+0,216,216,24,2:19.73,,3:00,34.24,2:37.26,-0.66,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,13:46.7,94,94,1:16.23,13:53.46,0.09,13:46.7,1:35.89,14:45.35,0.61,1:51.2,192,192,39.85,1:56.3,0.13,1:51.2,44.34,1:57.86,0.15
Scott Hutchison,1218,2:51.5,97,97,21.53,3:04.54,0.61,2:51.5,21.53,3:04.54,0.61,10:31.2,181,181,1:38.95,10:20.94,-0.1,10:31.2,1:58.79,10:34.97,0.03,C+140,304,304,34.94,25:36.09,,34:20,2:17.38,30:44.56,-1.57,2:40.6,161,161,24,2:19.73,-0.87,2:40.6,34.24,2:37.26,-0.1,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,14:50.5,154,154,1:16.23,13:53.46,-0.75,14:50.5,1:35.89,14:45.35,-0.05,1:54.8,200,200,39.85,1:56.3,0.04,1:54.8,44.34,1:57.86,0.07
Adam Peterson,1221,2:59.7,155,155,21.53,3:04.54,0.22,2:59.7,21.53,3:04.54,0.22,9:50.9,130,130,1:38.95,10:20.94,0.3,9:50.9,1:58.79,10:34.97,0.37,C+111,229,229,34.94,25:36.09,,31:55,2:17.38,30:44.56,-0.51,C+30,305,305,24,2:19.73,,3:30,34.24,2:37.26,-1.54,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,15:09.1,163,163,1:16.23,13:53.46,-0.99,15:09.1,1:35.89,14:45.35,-0.25,1:35.0,118,118,39.85,1:56.3,0.53,1:35,44.34,1:57.86,0.52
Chris Hoppe,1222,3:12.5,216,216,21.53,3:04.54,-0.37,3:12.5,21.53,3:04.54,-0.37,10:53.5,207,207,1:38.95,10:20.94,-0.33,10:53.5,1:58.79,10:34.97,-0.16,C+68,80,80,34.94,25:36.09,,29:24,2:17.38,30:44.56,0.59,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:44.7,172,172,39.85,1:56.3,0.29,1:44.7,44.34,1:57.86,0.3
Henry Lopez,1226,3:01.1,163,163,21.53,3:04.54,0.16,3:01.1,21.53,3:04.54,0.16,9:33.9,115,115,1:38.95,10:20.94,0.48,9:33.9,1:58.79,10:34.97,0.51,C+96,179,179,34.94,25:36.09,,30:48,2:17.38,30:44.56,-0.03,C+40,308,308,24,2:19.73,,3:40,34.24,2:37.26,-1.83,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,14:47.9,148,148,1:16.23,13:53.46,-0.71,14:47.9,1:35.89,14:45.35,-0.03,1:26.0,67,67,39.85,1:56.3,0.76,1:26,44.34,1:57.86,0.72
Dusty Flores,1226,3:10.5,202,202,21.53,3:04.54,-0.28,3:10.5,21.53,3:04.54,-0.28,10:22.4,170,170,1:38.95,10:20.94,-0.01,10:22.4,1:58.79,10:34.97,0.11,C+98,183,183,34.94,25:36.09,,30:54,2:17.38,30:44.56,-0.07,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,C+23,285,285,1:16.23,13:53.46,,16:23,1:35.89,14:45.35,-1.02,1:22.7,33,33,39.85,1:56.3,0.84,1:22.7,44.34,1:57.86,0.79
Michael Mogard,1227,2:48.5,79,79,21.53,3:04.54,0.74,2:48.5,21.53,3:04.54,0.74,12:56.0,286,286,1:38.95,10:20.94,-1.57,12:56,1:58.79,10:34.97,-1.19,C+111,229,229,34.94,25:36.09,,31:55,2:17.38,30:44.56,-0.51,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,258,60,60,18.35,241.5,0.9,258.0,18.35,241.5,0.9,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:32.0,101,101,39.85,1:56.3,0.61,1:32,44.34,1:57.86,0.58
Drew Barquist,1235,3:34.4,294,294,21.53,3:04.54,-1.39,3:34.4,21.53,3:04.54,-1.39,8:32.0,43,43,1:38.95,10:20.94,1.1,8:32,1:58.79,10:34.97,1.04,C+100,191,191,34.94,25:36.09,,31:00,2:17.38,30:44.56,-0.11,1:58.8,44,44,24,2:19.73,0.87,1:58.8,34.24,2:37.26,1.12,,308,308,,,,,,,,15:12.8,170,170,1:16.23,13:53.46,-1.04,15:12.8,1:35.89,14:45.35,-0.29,1:48.4,185,185,39.85,1:56.3,0.2,1:48.4,44.34,1:57.86,0.21
Kyle Zozaya,1241,3:18.3,242,242,21.53,3:04.54,-0.64,3:18.3,21.53,3:04.54,-0.64,10:24.8,173,173,1:38.95,10:20.94,-0.04,10:24.8,1:58.79,10:34.97,0.09,C+82,128,128,34.94,25:36.09,,30:06,2:17.38,30:44.56,0.28,2:30.4,133,133,24,2:19.73,-0.44,2:30.4,34.24,2:37.26,0.2,242,140,140,18.35,241.5,0.03,242.0,18.35,241.5,0.03,C+102,316,316,1:16.23,13:53.46,,17:42,1:35.89,14:45.35,-1.84,1:32.8,109,109,39.85,1:56.3,0.59,1:32.8,44.34,1:57.86,0.57
Torey Throop,1244,3:26.2,265,265,21.53,3:04.54,-1.01,3:26.2,21.53,3:04.54,-1.01,9:26.3,102,102,1:38.95,10:20.94,0.55,9:26.3,1:58.79,10:34.97,0.58,C+38,32,32,34.94,25:36.09,,27:54,2:17.38,30:44.56,1.24,2:56.6,209,209,24,2:19.73,-1.54,2:56.6,34.24,2:37.26,-0.56,,308,308,,,,,,,,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:34.6,117,117,39.85,1:56.3,0.54,1:34.6,44.34,1:57.86,0.52
Mitchell Adams,1245,3:56.6,319,319,21.53,3:04.54,-2.42,3:56.6,21.53,3:04.54,-2.42,10:55.1,209,209,1:38.95,10:20.94,-0.35,10:55.1,1:58.79,10:34.97,-0.17,C+65,77,77,34.94,25:36.09,,29:15,2:17.38,30:44.56,0.65,2:03.8,59,59,24,2:19.73,0.66,2:03.8,34.24,2:37.26,0.98,216,279,279,18.35,241.5,-1.39,216.0,18.35,241.5,-1.39,11:30.7,8,8,1:16.23,13:53.46,1.87,11:30.7,1:35.89,14:45.35,2.03,3:13.0,294,294,39.85,1:56.3,-1.92,3:13,44.34,1:57.86,-1.69
Jonathan Jorgensen,1245,3:14.4,225,225,21.53,3:04.54,-0.46,3:14.4,21.53,3:04.54,-0.46,10:52.7,206,206,1:38.95,10:20.94,-0.32,10:52.7,1:58.79,10:34.97,-0.15,C+105,203,203,34.94,25:36.09,,31:25,2:17.38,30:44.56,-0.29,2:33.8,143,143,24,2:19.73,-0.59,2:33.8,34.24,2:37.26,0.1,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,14:09.2,114,114,1:16.23,13:53.46,-0.21,14:09.2,1:35.89,14:45.35,0.38,1:32.5,108,108,39.85,1:56.3,0.6,1:32.5,44.34,1:57.86,0.57
Jack Corcoran,1247,3:12.0,212,212,21.53,3:04.54,-0.35,3:12,21.53,3:04.54,-0.35,10:36.8,186,186,1:38.95,10:20.94,-0.16,10:36.8,1:58.79,10:34.97,-0.02,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,2:08.0,71,71,24,2:19.73,0.49,2:08,34.24,2:37.26,0.85,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,1:47.6,179,179,39.85,1:56.3,0.22,1:47.6,44.34,1:57.86,0.23
Mareck Bigler,1249,2:58.4,140,140,21.53,3:04.54,0.29,2:58.4,21.53,3:04.54,0.29,13:28.5,295,295,1:38.95,10:20.94,-1.9,13:28.5,1:58.79,10:34.97,-1.46,C+129,287,287,34.94,25:36.09,,33:25,2:17.38,30:44.56,-1.17,2:08.8,74,74,24,2:19.73,0.46,2:08.8,34.24,2:37.26,0.83,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,14:44.7,144,144,1:16.23,13:53.46,-0.67,14:44.7,1:35.89,14:45.35,0.01,1:49.9,188,188,39.85,1:56.3,0.16,1:49.9,44.34,1:57.86,0.18
Andy Rosenbaum,1253,3:20.3,251,251,21.53,3:04.54,-0.73,3:20.3,21.53,3:04.54,-0.73,12:15.8,270,270,1:38.95,10:20.94,-1.16,12:15.8,1:58.79,10:34.97,-0.85,C+113,238,238,34.94,25:36.09,,32:05,2:17.38,30:44.56,-0.59,1:55.6,34,34,24,2:19.73,1.01,1:55.6,34.24,2:37.26,1.22,220,272,272,18.35,241.5,-1.17,220.0,18.35,241.5,-1.17,13:49.8,96,96,1:16.23,13:53.46,0.05,13:49.8,1:35.89,14:45.35,0.58,1:30.5,92,92,39.85,1:56.3,0.65,1:30.5,44.34,1:57.86,0.62
Stefano Migliorini,1254,2:51.2,94,94,21.53,3:04.54,0.62,2:51.2,21.53,3:04.54,0.62,9:46.0,127,127,1:38.95,10:20.94,0.35,9:46,1:58.79,10:34.97,0.41,C+69,85,85,34.94,25:36.09,,29:27,2:17.38,30:44.56,0.56,C+0,216,216,24,2:19.73,,3:00,34.24,2:37.26,-0.66,,308,308,,,,,,,,14:34.1,137,137,1:16.23,13:53.46,-0.53,14:34.1,1:35.89,14:45.35,0.12,2:53.4,287,287,39.85,1:56.3,-1.43,2:53.4,44.34,1:57.86,-1.25
Ryan Smith,1256,2:51.8,100,100,21.53,3:04.54,0.59,2:51.8,21.53,3:04.54,0.59,10:14.0,164,164,1:38.95,10:20.94,0.07,10:14,1:58.79,10:34.97,0.18,C+95,174,174,34.94,25:36.09,,30:45,2:17.38,30:44.56,-0.0,2:16.9,103,103,24,2:19.73,0.12,2:16.9,34.24,2:37.26,0.59,220,272,272,18.35,241.5,-1.17,220.0,18.35,241.5,-1.17,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,1:59.5,212,212,39.85,1:56.3,-0.08,1:59.5,44.34,1:57.86,-0.04
Fiodor Serkov,1260,2:52.9,109,109,21.53,3:04.54,0.54,2:52.9,21.53,3:04.54,0.54,11:56.5,260,260,1:38.95,10:20.94,-0.97,11:56.5,1:58.79,10:34.97,-0.69,C+93,162,162,34.94,25:36.09,,30:39,2:17.38,30:44.56,0.04,C+5,261,261,24,2:19.73,,3:05,34.24,2:37.26,-0.81,255,72,72,18.35,241.5,0.74,255.0,18.35,241.5,0.74,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,1:44.0,165,165,39.85,1:56.3,0.31,1:44,44.34,1:57.86,0.31
Alexandre Caron,1261,3:16.1,232,232,21.53,3:04.54,-0.54,3:16.1,21.53,3:04.54,-0.54,11:26.5,237,237,1:38.95,10:20.94,-0.66,11:26.5,1:58.79,10:34.97,-0.43,C+72,99,99,34.94,25:36.09,,29:36,2:17.38,30:44.56,0.5,2:58.1,212,212,24,2:19.73,-1.6,2:58.1,34.24,2:37.26,-0.61,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,14:43.6,143,143,1:16.23,13:53.46,-0.66,14:43.6,1:35.89,14:45.35,0.02,1:34.0,114,114,39.85,1:56.3,0.56,1:34,44.34,1:57.86,0.54
Chase Duke,1264,2:52.6,108,108,21.53,3:04.54,0.55,2:52.6,21.53,3:04.54,0.55,9:59.3,142,142,1:38.95,10:20.94,0.22,9:59.3,1:58.79,10:34.97,0.3,C+129,287,287,34.94,25:36.09,,33:25,2:17.38,30:44.56,-1.17,2:58.7,213,213,24,2:19.73,-1.62,2:58.7,34.24,2:37.26,-0.63,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,15:19.8,178,178,1:16.23,13:53.46,-1.13,15:19.8,1:35.89,14:45.35,-0.36,2:07.7,233,233,39.85,1:56.3,-0.29,2:07.7,44.34,1:57.86,-0.22
Bartlomiej Lipka,1264,3:10.4,201,201,21.53,3:04.54,-0.27,3:10.4,21.53,3:04.54,-0.27,10:54.7,208,208,1:38.95,10:20.94,-0.34,10:54.7,1:58.79,10:34.97,-0.17,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,2:07.6,69,69,24,2:19.73,0.51,2:07.6,34.24,2:37.26,0.87,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,14:12.2,115,115,1:16.23,13:53.46,-0.25,14:12.2,1:35.89,14:45.35,0.35,4:17.5,313,313,39.85,1:56.3,-3.54,4:17.5,44.34,1:57.86,-3.15
Utku Tuncer,1265,2:57.5,134,134,21.53,3:04.54,0.33,2:57.5,21.53,3:04.54,0.33,12:10.7,267,267,1:38.95,10:20.94,-1.11,12:10.7,1:58.79,10:34.97,-0.81,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,2:36.1,152,152,24,2:19.73,-0.68,2:36.1,34.24,2:37.26,0.03,250,93,93,18.35,241.5,0.46,250.0,18.35,241.5,0.46,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,1:36.9,133,133,39.85,1:56.3,0.49,1:36.9,44.34,1:57.86,0.47
Samuel Gallego,1266,2:57.8,135,135,21.53,3:04.54,0.31,2:57.8,21.53,3:04.54,0.31,11:50.5,257,257,1:38.95,10:20.94,-0.91,11:50.5,1:58.79,10:34.97,-0.64,C+116,248,248,34.94,25:36.09,,32:20,2:17.38,30:44.56,-0.69,2:28.7,131,131,24,2:19.73,-0.37,2:28.7,34.24,2:37.26,0.25,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,15:15.6,171,171,1:16.23,13:53.46,-1.08,15:15.6,1:35.89,14:45.35,-0.32,1:42.5,157,157,39.85,1:56.3,0.35,1:42.5,44.34,1:57.86,0.35
Thomas Nay,1281,2:41.4,45,45,21.53,3:04.54,1.07,2:41.4,21.53,3:04.54,1.07,13:07.9,290,290,1:38.95,10:20.94,-1.69,13:07.9,1:58.79,10:34.97,-1.29,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,2:42.5,165,165,24,2:19.73,-0.95,2:42.5,34.24,2:37.26,-0.15,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:35.1,120,120,39.85,1:56.3,0.53,1:35.1,44.34,1:57.86,0.51
Carlos Albaladejo,1289,3:31.4,279,279,21.53,3:04.54,-1.25,3:31.4,21.53,3:04.54,-1.25,11:30.7,242,242,1:38.95,10:20.94,-0.71,11:30.7,1:58.79,10:34.97,-0.47,C+83,129,129,34.94,25:36.09,,30:09,2:17.38,30:44.56,0.26,2:43.1,168,168,24,2:19.73,-0.97,2:43.1,34.24,2:37.26,-0.17,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,15:26.5,186,186,1:16.23,13:53.46,-1.22,15:26.5,1:35.89,14:45.35,-0.43,1:30.1,90,90,39.85,1:56.3,0.66,1:30.1,44.34,1:57.86,0.63
Christian Lucero,1291,2:47.2,73,73,21.53,3:04.54,0.81,2:47.2,21.53,3:04.54,0.81,11:21.7,232,232,1:38.95,10:20.94,-0.61,11:21.7,1:58.79,10:34.97,-0.39,C+104,199,199,34.94,25:36.09,,31:20,2:17.38,30:44.56,-0.26,2:47.7,184,184,24,2:19.73,-1.17,2:47.7,34.24,2:37.26,-0.31,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,15:37.0,194,194,1:16.23,13:53.46,-1.36,15:37,1:35.89,14:45.35,-0.54,2:28.0,264,264,39.85,1:56.3,-0.8,2:28,44.34,1:57.86,-0.68
Ryan Bender,1294,3:11.5,208,208,21.53,3:04.54,-0.32,3:11.5,21.53,3:04.54,-0.32,11:58.2,264,264,1:38.95,10:20.94,-0.98,11:58.2,1:58.79,10:34.97,-0.7,C+107,212,212,34.94,25:36.09,,31:35,2:17.38,30:44.56,-0.37,2:43.9,169,169,24,2:19.73,-1.01,2:43.9,34.24,2:37.26,-0.19,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,15:03.1,157,157,1:16.23,13:53.46,-0.91,15:03.1,1:35.89,14:45.35,-0.19,1:29.7,89,89,39.85,1:56.3,0.67,1:29.7,44.34,1:57.86,0.64
Blair Morrison,1298,2:53.0,111,111,21.53,3:04.54,0.54,2:53,21.53,3:04.54,0.54,9:09.2,81,81,1:38.95,10:20.94,0.72,9:09.2,1:58.79,10:34.97,0.72,C+76,113,113,34.94,25:36.09,,29:48,2:17.38,30:44.56,0.41,2:54.4,205,205,24,2:19.73,-1.44,2:54.4,34.24,2:37.26,-0.5,220,272,272,18.35,241.5,-1.17,220.0,18.35,241.5,-1.17,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,2:37.5,275,275,39.85,1:56.3,-1.03,2:37.5,44.34,1:57.86,-0.89
Jeff Germond,1299,3:00.1,159,159,21.53,3:04.54,0.21,3:00.1,21.53,3:04.54,0.21,10:06.5,151,151,1:38.95,10:20.94,0.15,10:06.5,1:58.79,10:34.97,0.24,C+106,207,207,34.94,25:36.09,,31:30,2:17.38,30:44.56,-0.33,2:54.4,205,205,24,2:19.73,-1.44,2:54.4,34.24,2:37.26,-0.5,256,66,66,18.35,241.5,0.79,256.0,18.35,241.5,0.79,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,2:42.2,280,280,39.85,1:56.3,-1.15,2:42.2,44.34,1:57.86,-1.0
Jason Carroll,1303,2:54.4,119,119,21.53,3:04.54,0.47,2:54.4,21.53,3:04.54,0.47,10:40.4,192,192,1:38.95,10:20.94,-0.2,10:40.4,1:58.79,10:34.97,-0.05,C+100,191,191,34.94,25:36.09,,31:00,2:17.38,30:44.56,-0.11,2:54.0,201,201,24,2:19.73,-1.43,2:54,34.24,2:37.26,-0.49,221,271,271,18.35,241.5,-1.12,221.0,18.35,241.5,-1.12,13:12.8,66,66,1:16.23,13:53.46,0.53,13:12.8,1:35.89,14:45.35,0.97,2:26.7,263,263,39.85,1:56.3,-0.76,2:26.7,44.34,1:57.86,-0.65
Anthony Vazquez,1305,3:32.3,286,286,21.53,3:04.54,-1.29,3:32.3,21.53,3:04.54,-1.29,8:54.1,60,60,1:38.95,10:20.94,0.88,8:54.1,1:58.79,10:34.97,0.85,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,2:59.1,214,214,24,2:19.73,-1.64,2:59.1,34.24,2:37.26,-0.64,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+6,263,263,1:16.23,13:53.46,,16:06,1:35.89,14:45.35,-0.84,1:52.4,196,196,39.85,1:56.3,0.1,1:52.4,44.34,1:57.86,0.12
Laurent CAMPS,1312,2:56.3,127,127,21.53,3:04.54,0.38,2:56.3,21.53,3:04.54,0.38,15:22.3,309,309,1:38.95,10:20.94,-3.05,15:22.3,1:58.79,10:34.97,-2.42,C+86,138,138,34.94,25:36.09,,30:18,2:17.38,30:44.56,0.19,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,262,38,38,18.35,241.5,1.12,262.0,18.35,241.5,1.12,15:50.7,204,204,1:16.23,13:53.46,-1.54,15:50.7,1:35.89,14:45.35,-0.68,2:28.6,265,265,39.85,1:56.3,-0.81,2:28.6,44.34,1:57.86,-0.69
Luke McMahon,1313,3:36.2,298,298,21.53,3:04.54,-1.47,3:36.2,21.53,3:04.54,-1.47,8:02.5,16,16,1:38.95,10:20.94,1.4,8:02.5,1:58.79,10:34.97,1.28,C+63,71,71,34.94,25:36.09,,29:09,2:17.38,30:44.56,0.7,1:59.8,49,49,24,2:19.73,0.83,1:59.8,34.24,2:37.26,1.09,195,306,306,18.35,241.5,-2.53,195.0,18.35,241.5,-2.53,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,C+1,317,317,39.85,1:56.3,,6:01,44.34,1:57.86,-5.48
Justin Murphy,1316,3:32.0,284,284,21.53,3:04.54,-1.28,3:32,21.53,3:04.54,-1.28,10:44.2,195,195,1:38.95,10:20.94,-0.24,10:44.2,1:58.79,10:34.97,-0.08,C+123,272,272,34.94,25:36.09,,32:55,2:17.38,30:44.56,-0.95,1:47.5,23,23,24,2:19.73,1.34,1:47.5,34.24,2:37.26,1.45,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,14:30.9,132,132,1:16.23,13:53.46,-0.49,14:30.9,1:35.89,14:45.35,0.15,2:18.1,254,254,39.85,1:56.3,-0.55,2:18.1,44.34,1:57.86,-0.46
Caleb Christian,1319,2:58.8,143,143,21.53,3:04.54,0.27,2:58.8,21.53,3:04.54,0.27,10:38.3,190,190,1:38.95,10:20.94,-0.18,10:38.3,1:58.79,10:34.97,-0.03,C+124,277,277,34.94,25:36.09,,33:00,2:17.38,30:44.56,-0.99,2:09.3,79,79,24,2:19.73,0.43,2:09.3,34.24,2:37.26,0.82,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:38.4,139,139,39.85,1:56.3,0.45,1:38.4,44.34,1:57.86,0.44
Blaine Springston,1319,3:13.4,221,221,21.53,3:04.54,-0.41,3:13.4,21.53,3:04.54,-0.41,11:56.6,261,261,1:38.95,10:20.94,-0.97,11:56.6,1:58.79,10:34.97,-0.69,C+147,307,307,34.94,25:36.09,,34:55,2:17.38,30:44.56,-1.82,2:32.5,139,139,24,2:19.73,-0.53,2:32.5,34.24,2:37.26,0.14,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,13:45.1,92,92,1:16.23,13:53.46,0.11,13:45.1,1:35.89,14:45.35,0.63,1:32.2,104,104,39.85,1:56.3,0.6,1:32.2,44.34,1:57.86,0.58
