Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Samantha Drescher,1148,3:17.3,144,144,31.21,3:22.71,0.17,3:17.3,31.21,3:22.71,0.17,12:57.6,162,162,1:50.4,12:33.01,-0.22,12:57.6,2:04.57,12:58.75,0.01,C+99,110,110,36.49,25:05.84,,30:57,2:28.76,31:44.03,0.32,C+15,263,263,25.83,2:18.15,,3:15,37.92,2:55.74,-0.51,162,92,92,16.06,155.2,0.42,162.0,16.06,155.2,0.42,C+107,261,261,46.45,14:52.56,,17:47,1:11.71,16:43.43,-0.89,3:13.9,116,116,1:06.6,3:21.34,0.11,3:13.9,1:28.13,3:52.03,0.43
Colleen Lehane,1160,3:25.3,184,184,31.21,3:22.71,-0.08,3:25.3,31.21,3:22.71,-0.08,12:00.9,113,113,1:50.4,12:33.01,0.29,12:00.9,2:04.57,12:58.75,0.46,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,153,173,173,16.06,155.2,-0.14,153.0,16.06,155.2,-0.14,C+25,122,122,46.45,14:52.56,,16:25,1:11.71,16:43.43,0.26,4:09.7,186,186,1:06.6,3:21.34,-0.73,4:09.7,1:28.13,3:52.03,-0.2
Caitlin Hogan,1160,3:06.4,108,108,31.21,3:22.71,0.52,3:06.4,31.21,3:22.71,0.52,15:37.8,263,263,1:50.4,12:33.01,-1.67,15:37.8,2:04.57,12:58.75,-1.28,C+92,92,92,36.49,25:05.84,,30:36,2:28.76,31:44.03,0.46,C+60,291,291,25.83,2:18.15,,4:00,37.92,2:55.74,-1.69,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+2,52,52,46.45,14:52.56,,16:02,1:11.71,16:43.43,0.58,4:37.6,213,213,1:06.6,3:21.34,-1.15,4:37.6,1:28.13,3:52.03,-0.52
Laura Hosier,1162,2:50.1,40,40,31.21,3:22.71,1.04,2:50.1,31.21,3:22.71,1.04,13:43.1,191,191,1:50.4,12:33.01,-0.63,13:43.1,2:04.57,12:58.75,-0.36,C+100,112,112,36.49,25:05.84,,31:00,2:28.76,31:44.03,0.3,C+9,208,208,25.83,2:18.15,,3:09,37.92,2:55.74,-0.35,146,207,207,16.06,155.2,-0.57,146.0,16.06,155.2,-0.57,C+47,167,167,46.45,14:52.56,,16:47,1:11.71,16:43.43,-0.05,5:24.1,237,237,1:06.6,3:21.34,-1.84,5:24.1,1:28.13,3:52.03,-1.04
Jayde Quilty,1164,3:12.9,130,130,31.21,3:22.71,0.31,3:12.9,31.21,3:22.71,0.31,12:26.6,142,142,1:50.4,12:33.01,0.06,12:26.6,2:04.57,12:58.75,0.26,C+48,25,25,36.49,25:05.84,,28:24,2:28.76,31:44.03,1.34,C+13,252,252,25.83,2:18.15,,3:13,37.92,2:55.74,-0.46,151,178,178,16.06,155.2,-0.26,151.0,16.06,155.2,-0.26,C+209,303,303,46.45,14:52.56,,19:29,1:11.71,16:43.43,-2.31,3:27.9,134,134,1:06.6,3:21.34,-0.1,3:27.9,1:28.13,3:52.03,0.27
Tracey Stewart,1164,3:10.2,120,120,31.21,3:22.71,0.4,3:10.2,31.21,3:22.71,0.4,11:31.3,82,82,1:50.4,12:33.01,0.56,11:31.3,2:04.57,12:58.75,0.7,C+98,106,106,36.49,25:05.84,,30:54,2:28.76,31:44.03,0.34,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+111,266,266,46.45,14:52.56,,17:51,1:11.71,16:43.43,-0.94,C+8,282,282,1:06.6,3:21.34,,6:08,1:28.13,3:52.03,-1.54
Danielle Hale,1166,3:40.5,239,239,31.21,3:22.71,-0.57,3:40.5,31.21,3:22.71,-0.57,14:11.9,215,215,1:50.4,12:33.01,-0.9,14:11.9,2:04.57,12:58.75,-0.59,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,2:19.7,57,57,25.83,2:18.15,-0.06,2:19.7,37.92,2:55.74,0.95,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+6,70,70,46.45,14:52.56,,16:06,1:11.71,16:43.43,0.52,4:17.0,192,192,1:06.6,3:21.34,-0.84,4:17,1:28.13,3:52.03,-0.28
Gwendolin Sona,1167,3:35.8,224,224,31.21,3:22.71,-0.42,3:35.8,31.21,3:22.71,-0.42,12:59.9,163,163,1:50.4,12:33.01,-0.24,12:59.9,2:04.57,12:58.75,-0.01,C+122,198,198,36.49,25:05.84,,32:50,2:28.76,31:44.03,-0.44,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,165,74,74,16.06,155.2,0.61,165.0,16.06,155.2,0.61,C+107,261,261,46.45,14:52.56,,17:47,1:11.71,16:43.43,-0.89,3:25.3,132,132,1:06.6,3:21.34,-0.06,3:25.3,1:28.13,3:52.03,0.3
Alicia Connors,1167,3:21.5,165,165,31.21,3:22.71,0.04,3:21.5,31.21,3:22.71,0.04,11:08.1,62,62,1:50.4,12:33.01,0.77,11:08.1,2:04.57,12:58.75,0.89,C+50,29,29,36.49,25:05.84,,28:30,2:28.76,31:44.03,1.3,C+18,269,269,25.83,2:18.15,,3:18,37.92,2:55.74,-0.59,136,258,258,16.06,155.2,-1.2,136.0,16.06,155.2,-1.2,C+44,159,159,46.45,14:52.56,,16:44,1:11.71,16:43.43,-0.01,5:02.5,225,225,1:06.6,3:21.34,-1.52,5:02.5,1:28.13,3:52.03,-0.8
Alanna Colon,1167,3:02.3,88,88,31.21,3:22.71,0.65,3:02.3,31.21,3:22.71,0.65,15:35.0,261,261,1:50.4,12:33.01,-1.65,15:35,2:04.57,12:58.75,-1.25,C+246,308,308,36.49,25:05.84,,36:22,2:28.76,31:44.03,-1.87,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,150,183,183,16.06,155.2,-0.32,150.0,16.06,155.2,-0.32,C+13,89,89,46.45,14:52.56,,16:13,1:11.71,16:43.43,0.42,2:42.7,84,84,1:06.6,3:21.34,0.58,2:42.7,1:28.13,3:52.03,0.79
Nicole Corey,1169,3:13.8,135,135,31.21,3:22.71,0.29,3:13.8,31.21,3:22.71,0.29,14:50.6,242,242,1:50.4,12:33.01,-1.25,14:50.6,2:04.57,12:58.75,-0.9,C+129,231,231,36.49,25:05.84,,33:25,2:28.76,31:44.03,-0.68,2:05.5,42,42,25.83,2:18.15,0.49,2:05.5,37.92,2:55.74,1.32,176,20,20,16.06,155.2,1.3,176.0,16.06,155.2,1.3,C+203,293,293,46.45,14:52.56,,19:23,1:11.71,16:43.43,-2.23,4:31.8,206,206,1:06.6,3:21.34,-1.06,4:31.8,1:28.13,3:52.03,-0.45
Molly Hitt,1175,3:25.2,181,181,31.21,3:22.71,-0.08,3:25.2,31.21,3:22.71,-0.08,12:36.1,147,147,1:50.4,12:33.01,-0.03,12:36.1,2:04.57,12:58.75,0.18,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+50,171,171,46.45,14:52.56,,16:50,1:11.71,16:43.43,-0.09,4:00.6,179,179,1:06.6,3:21.34,-0.59,4:00.6,1:28.13,3:52.03,-0.1
Crystal Shoff,1181,3:04.3,98,98,31.21,3:22.71,0.59,3:04.3,31.21,3:22.71,0.59,10:51.9,51,51,1:50.4,12:33.01,0.92,10:51.9,2:04.57,12:58.75,1.02,C+141,272,272,36.49,25:05.84,,34:25,2:28.76,31:44.03,-1.08,C+16,264,264,25.83,2:18.15,,3:16,37.92,2:55.74,-0.53,165,74,74,16.06,155.2,0.61,165.0,16.06,155.2,0.61,C+156,281,281,46.45,14:52.56,,18:36,1:11.71,16:43.43,-1.57,3:34.6,141,141,1:06.6,3:21.34,-0.2,3:34.6,1:28.13,3:52.03,0.2
Andi Turner,1189,3:13.6,133,133,31.21,3:22.71,0.29,3:13.6,31.21,3:22.71,0.29,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+121,194,194,36.49,25:05.84,,32:45,2:28.76,31:44.03,-0.41,C+4,146,146,25.83,2:18.15,,3:04,37.92,2:55.74,-0.22,175,31,31,16.06,155.2,1.23,175.0,16.06,155.2,1.23,C+27,133,133,46.45,14:52.56,,16:27,1:11.71,16:43.43,0.23,C+2,261,261,1:06.6,3:21.34,,6:02,1:28.13,3:52.03,-1.47
Jolaine Undershute,1194,2:52.9,48,48,31.21,3:22.71,0.96,2:52.9,31.21,3:22.71,0.96,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+116,170,170,36.49,25:05.84,,32:20,2:28.76,31:44.03,-0.24,C+10,216,216,25.83,2:18.15,,3:10,37.92,2:55.74,-0.38,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,15:52.2,44,44,46.45,14:52.56,-1.28,15:52.2,1:11.71,16:43.43,0.71,C+9,284,284,1:06.6,3:21.34,,6:09,1:28.13,3:52.03,-1.55
Shannon Zimmerman,1196,3:34.6,219,219,31.21,3:22.71,-0.38,3:34.6,31.21,3:22.71,-0.38,11:21.3,75,75,1:50.4,12:33.01,0.65,11:21.3,2:04.57,12:58.75,0.78,C+95,98,98,36.49,25:05.84,,30:45,2:28.76,31:44.03,0.4,C+70,296,296,25.83,2:18.15,,4:10,37.92,2:55.74,-1.96,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+52,185,185,46.45,14:52.56,,16:52,1:11.71,16:43.43,-0.12,4:05.7,182,182,1:06.6,3:21.34,-0.67,4:05.7,1:28.13,3:52.03,-0.16
Elizabeth Adams,1203,3:35.3,222,222,31.21,3:22.71,-0.4,3:35.3,31.21,3:22.71,-0.4,14:13.4,216,216,1:50.4,12:33.01,-0.91,14:13.4,2:04.57,12:58.75,-0.6,C+97,101,101,36.49,25:05.84,,30:51,2:28.76,31:44.03,0.36,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,160,110,110,16.06,155.2,0.3,160.0,16.06,155.2,0.3,C+55,201,201,46.45,14:52.56,,16:55,1:11.71,16:43.43,-0.16,3:19.3,123,123,1:06.6,3:21.34,0.03,3:19.3,1:28.13,3:52.03,0.37
Tristan Erlenbaugh,1206,3:12.0,127,127,31.21,3:22.71,0.34,3:12,31.21,3:22.71,0.34,14:04.0,206,206,1:50.4,12:33.01,-0.82,14:04,2:04.57,12:58.75,-0.52,C+143,277,277,36.49,25:05.84,,34:35,2:28.76,31:44.03,-1.15,2:04.9,40,40,25.83,2:18.15,0.51,2:04.9,37.92,2:55.74,1.34,160,110,110,16.06,155.2,0.3,160.0,16.06,155.2,0.3,C+43,158,158,46.45,14:52.56,,16:43,1:11.71,16:43.43,0.01,C+10,288,288,1:06.6,3:21.34,,6:10,1:28.13,3:52.03,-1.57
Caileigh McDade,1211,3:26.9,189,189,31.21,3:22.71,-0.13,3:26.9,31.21,3:22.71,-0.13,11:20.9,73,73,1:50.4,12:33.01,0.65,11:20.9,2:04.57,12:58.75,0.79,C+112,152,152,36.49,25:05.84,,32:00,2:28.76,31:44.03,-0.11,C+4,146,146,25.83,2:18.15,,3:04,37.92,2:55.74,-0.22,130,280,280,16.06,155.2,-1.57,130.0,16.06,155.2,-1.57,C+51,178,178,46.45,14:52.56,,16:51,1:11.71,16:43.43,-0.11,4:17.4,193,193,1:06.6,3:21.34,-0.84,4:17.399,1:28.13,3:52.03,-0.29
Jasmine Dever,1215,2:44.7,21,21,31.21,3:22.71,1.22,2:44.7,31.21,3:22.71,1.22,14:34.1,228,228,1:50.4,12:33.01,-1.1,14:34.1,2:04.57,12:58.75,-0.77,C+106,129,129,36.49,25:05.84,,31:30,2:28.76,31:44.03,0.09,C+25,282,282,25.83,2:18.15,,3:25,37.92,2:55.74,-0.77,160,110,110,16.06,155.2,0.3,160.0,16.06,155.2,0.3,C+204,295,295,46.45,14:52.56,,19:24,1:11.71,16:43.43,-2.24,3:42.3,150,150,1:06.6,3:21.34,-0.31,3:42.3,1:28.13,3:52.03,0.11
Jennifer Nobis-Dancer,1216,3:05.0,101,101,31.21,3:22.71,0.57,3:05,31.21,3:22.71,0.57,14:37.7,232,232,1:50.4,12:33.01,-1.13,14:37.7,2:04.57,12:58.75,-0.79,C+106,129,129,36.49,25:05.84,,31:30,2:28.76,31:44.03,0.09,C+50,287,287,25.83,2:18.15,,3:50,37.92,2:55.74,-1.43,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+59,213,213,46.45,14:52.56,,16:59,1:11.71,16:43.43,-0.22,3:13.3,113,113,1:06.6,3:21.34,0.12,3:13.3,1:28.13,3:52.03,0.44
Celestie Engelbrecht,1218,3:55.0,270,270,31.21,3:22.71,-1.03,3:55,31.21,3:22.71,-1.03,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+149,288,288,36.49,25:05.84,,35:05,2:28.76,31:44.03,-1.35,2:22.6,62,62,25.83,2:18.15,-0.17,2:22.6,37.92,2:55.74,0.87,170,51,51,16.06,155.2,0.92,170.0,16.06,155.2,0.92,C+46,162,162,46.45,14:52.56,,16:46,1:11.71,16:43.43,-0.04,2:53.3,94,94,1:06.6,3:21.34,0.42,2:53.3,1:28.13,3:52.03,0.67
Claire Fraser,1218,3:43.1,244,244,31.21,3:22.71,-0.65,3:43.1,31.21,3:22.71,-0.65,11:22.8,78,78,1:50.4,12:33.01,0.64,11:22.8,2:04.57,12:58.75,0.77,C+114,165,165,36.49,25:05.84,,32:10,2:28.76,31:44.03,-0.17,C+5,154,154,25.83,2:18.15,,3:05,37.92,2:55.74,-0.24,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+34,146,146,46.45,14:52.56,,16:34,1:11.71,16:43.43,0.13,4:45.1,217,217,1:06.6,3:21.34,-1.26,4:45.1,1:28.13,3:52.03,-0.6
Jenn Ryan,1220,3:20.1,156,156,31.21,3:22.71,0.08,3:20.1,31.21,3:22.71,0.08,13:23.0,177,177,1:50.4,12:33.01,-0.45,13:23,2:04.57,12:58.75,-0.19,C+113,157,157,36.49,25:05.84,,32:05,2:28.76,31:44.03,-0.14,C+20,271,271,25.83,2:18.15,,3:20,37.92,2:55.74,-0.64,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+35,149,149,46.45,14:52.56,,16:35,1:11.71,16:43.43,0.12,3:54.3,169,169,1:06.6,3:21.34,-0.49,3:54.3,1:28.13,3:52.03,-0.03
Nicole Capurso,1221,3:20.1,156,156,31.21,3:22.71,0.08,3:20.1,31.21,3:22.71,0.08,12:21.6,134,134,1:50.4,12:33.01,0.1,12:21.6,2:04.57,12:58.75,0.3,C+106,129,129,36.49,25:05.84,,31:30,2:28.76,31:44.03,0.09,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+108,265,265,46.45,14:52.56,,17:48,1:11.71,16:43.43,-0.9,4:28.5,203,203,1:06.6,3:21.34,-1.01,4:28.5,1:28.13,3:52.03,-0.41
Elizabeth Parry,1225,3:41.3,240,240,31.21,3:22.71,-0.6,3:41.3,31.21,3:22.71,-0.6,13:39.5,189,189,1:50.4,12:33.01,-0.6,13:39.5,2:04.57,12:58.75,-0.33,C+117,174,174,36.49,25:05.84,,32:25,2:28.76,31:44.03,-0.28,2:16.0,50,50,25.83,2:18.15,0.08,2:16,37.92,2:55.74,1.05,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+31,143,143,46.45,14:52.56,,16:31,1:11.71,16:43.43,0.17,4:40.6,215,215,1:06.6,3:21.34,-1.19,4:40.6,1:28.13,3:52.03,-0.55
Erica Livett,1228,3:02.9,92,92,31.21,3:22.71,0.63,3:02.9,31.21,3:22.71,0.63,11:55.1,104,104,1:50.4,12:33.01,0.34,11:55.1,2:04.57,12:58.75,0.51,C+109,141,141,36.49,25:05.84,,31:45,2:28.76,31:44.03,-0.01,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+153,275,275,46.45,14:52.56,,18:33,1:11.71,16:43.43,-1.53,4:34.6,209,209,1:06.6,3:21.34,-1.1,4:34.6,1:28.13,3:52.03,-0.48
Carla Lewis,1233,3:34.6,219,219,31.21,3:22.71,-0.38,3:34.6,31.21,3:22.71,-0.38,11:36.7,85,85,1:50.4,12:33.01,0.51,11:36.7,2:04.57,12:58.75,0.66,C+94,94,94,36.49,25:05.84,,30:42,2:28.76,31:44.03,0.42,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+53,187,187,46.45,14:52.56,,16:53,1:11.71,16:43.43,-0.13,4:53.8,220,220,1:06.6,3:21.34,-1.39,4:53.8,1:28.13,3:52.03,-0.7
Tia Wright,1240,4:06.7,289,289,31.21,3:22.71,-1.41,4:06.7,31.21,3:22.71,-1.41,14:21.9,222,222,1:50.4,12:33.01,-0.99,14:21.9,2:04.57,12:58.75,-0.67,C+114,165,165,36.49,25:05.84,,32:10,2:28.76,31:44.03,-0.17,C+2,127,127,25.83,2:18.15,,3:02,37.92,2:55.74,-0.17,140,242,242,16.06,155.2,-0.95,140.0,16.06,155.2,-0.95,C+32,144,144,46.45,14:52.56,,16:32,1:11.71,16:43.43,0.16,2:17.0,51,51,1:06.6,3:21.34,0.97,2:17,1:28.13,3:52.03,1.08
Hilary Riordan,1243,3:21.9,170,170,31.21,3:22.71,0.03,3:21.9,31.21,3:22.71,0.03,14:16.8,217,217,1:50.4,12:33.01,-0.94,14:16.8,2:04.57,12:58.75,-0.63,C+113,157,157,36.49,25:05.84,,32:05,2:28.76,31:44.03,-0.14,C+1,115,115,25.83,2:18.15,,3:01,37.92,2:55.74,-0.14,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+34,146,146,46.45,14:52.56,,16:34,1:11.71,16:43.43,0.13,3:57.7,177,177,1:06.6,3:21.34,-0.55,3:57.7,1:28.13,3:52.03,-0.06
Jessica Carillon,1246,3:00.1,79,79,31.21,3:22.71,0.72,3:00.1,31.21,3:22.71,0.72,13:12.0,171,171,1:50.4,12:33.01,-0.35,13:12,2:04.57,12:58.75,-0.11,C+129,231,231,36.49,25:05.84,,33:25,2:28.76,31:44.03,-0.68,1:58.5,29,29,25.83,2:18.15,0.76,1:58.5,37.92,2:55.74,1.51,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+207,300,300,46.45,14:52.56,,19:27,1:11.71,16:43.43,-2.28,5:57.1,245,245,1:06.6,3:21.34,-2.34,5:57.1,1:28.13,3:52.03,-1.42
Ana C. Caldas,1259,2:30.5,7,7,31.21,3:22.71,1.67,2:30.5,31.21,3:22.71,1.67,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+150,289,289,36.49,25:05.84,,35:10,2:28.76,31:44.03,-1.38,C+120,307,307,25.83,2:18.15,,5:00,37.92,2:55.74,-3.28,175,31,31,16.06,155.2,1.23,175.0,16.06,155.2,1.23,C+69,223,223,46.45,14:52.56,,17:09,1:11.71,16:43.43,-0.36,3:12.4,111,111,1:06.6,3:21.34,0.13,3:12.4,1:28.13,3:52.03,0.45
Chelsea Lewis,1261,3:34.7,221,221,31.21,3:22.71,-0.38,3:34.7,31.21,3:22.71,-0.38,12:07.1,123,123,1:50.4,12:33.01,0.23,12:07.1,2:04.57,12:58.75,0.41,C+102,117,117,36.49,25:05.84,,31:10,2:28.76,31:44.03,0.23,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+54,196,196,46.45,14:52.56,,16:54,1:11.71,16:43.43,-0.15,4:34.9,210,210,1:06.6,3:21.34,-1.1,4:34.9,1:28.13,3:52.03,-0.49
Jo Caulton,1262,3:31.0,204,204,31.21,3:22.71,-0.27,3:31,31.21,3:22.71,-0.27,14:36.0,230,230,1:50.4,12:33.01,-1.11,14:36,2:04.57,12:58.75,-0.78,C+102,117,117,36.49,25:05.84,,31:10,2:28.76,31:44.03,0.23,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,157,124,124,16.06,155.2,0.11,157.0,16.06,155.2,0.11,C+152,274,274,46.45,14:52.56,,18:32,1:11.71,16:43.43,-1.51,3:27.5,133,133,1:06.6,3:21.34,-0.09,3:27.5,1:28.13,3:52.03,0.28
Candice Ford,1264,4:05.6,287,287,31.21,3:22.71,-1.37,4:05.6,31.21,3:22.71,-1.37,13:37.9,187,187,1:50.4,12:33.01,-0.59,13:37.9,2:04.57,12:58.75,-0.31,C+139,270,270,36.49,25:05.84,,34:15,2:28.76,31:44.03,-1.01,2:51.3,97,97,25.83,2:18.15,-1.28,2:51.3,37.92,2:55.74,0.12,166,69,69,16.06,155.2,0.67,166.0,16.06,155.2,0.67,C+53,187,187,46.45,14:52.56,,16:53,1:11.71,16:43.43,-0.13,3:52.1,167,167,1:06.6,3:21.34,-0.46,3:52.1,1:28.13,3:52.03,-0.0
Taryn Romanowich,1265,3:43.2,245,245,31.21,3:22.71,-0.66,3:43.2,31.21,3:22.71,-0.66,12:30.3,145,145,1:50.4,12:33.01,0.02,12:30.3,2:04.57,12:58.75,0.23,C+123,202,202,36.49,25:05.84,,32:55,2:28.76,31:44.03,-0.48,C+7,180,180,25.83,2:18.15,,3:07,37.92,2:55.74,-0.3,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+20,108,108,46.45,14:52.56,,16:20,1:11.71,16:43.43,0.33,3:54.8,171,171,1:06.6,3:21.34,-0.5,3:54.8,1:28.13,3:52.03,-0.03
Chelsea Nicholas,1288,3:24.5,178,178,31.21,3:22.71,-0.06,3:24.5,31.21,3:22.71,-0.06,15:23.2,258,258,1:50.4,12:33.01,-1.54,15:23.2,2:04.57,12:58.75,-1.16,C+121,194,194,36.49,25:05.84,,32:45,2:28.76,31:44.03,-0.41,2:43.7,87,87,25.83,2:18.15,-0.99,2:43.7,37.92,2:55.74,0.32,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+25,122,122,46.45,14:52.56,,16:25,1:11.71,16:43.43,0.26,5:20.3,235,235,1:06.6,3:21.34,-1.79,5:20.3,1:28.13,3:52.03,-1.0
Chelsea Miller,1290,3:18.7,151,151,31.21,3:22.71,0.13,3:18.7,31.21,3:22.71,0.13,13:11.1,170,170,1:50.4,12:33.01,-0.35,13:11.1,2:04.57,12:58.75,-0.1,C+88,86,86,36.49,25:05.84,,30:24,2:28.76,31:44.03,0.54,C+8,193,193,25.83,2:18.15,,3:08,37.92,2:55.74,-0.32,147,191,191,16.06,155.2,-0.51,147.0,16.06,155.2,-0.51,C+105,253,253,46.45,14:52.56,,17:45,1:11.71,16:43.43,-0.86,5:59.9,246,246,1:06.6,3:21.34,-2.38,5:59.9,1:28.13,3:52.03,-1.45
Saara Laaksonen,1297,3:26.1,186,186,31.21,3:22.71,-0.11,3:26.1,31.21,3:22.71,-0.11,13:38.8,188,188,1:50.4,12:33.01,-0.6,13:38.8,2:04.57,12:58.75,-0.32,C+128,223,223,36.49,25:05.84,,33:20,2:28.76,31:44.03,-0.65,2:21.9,61,61,25.83,2:18.15,-0.15,2:21.9,37.92,2:55.74,0.89,157,124,124,16.06,155.2,0.11,157.0,16.06,155.2,0.11,C+100,242,242,46.45,14:52.56,,17:40,1:11.71,16:43.43,-0.79,C+7,273,273,1:06.6,3:21.34,,6:07,1:28.13,3:52.03,-1.53
Lindsay Siolka,1297,3:20.4,161,161,31.21,3:22.71,0.07,3:20.4,31.21,3:22.71,0.07,12:24.3,138,138,1:50.4,12:33.01,0.08,12:24.3,2:04.57,12:58.75,0.28,C+190,299,299,36.49,25:05.84,,35:40,2:28.76,31:44.03,-1.59,C+90,301,301,25.83,2:18.15,,4:30,37.92,2:55.74,-2.49,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+18,99,99,46.45,14:52.56,,16:18,1:11.71,16:43.43,0.35,3:44.8,158,158,1:06.6,3:21.34,-0.35,3:44.8,1:28.13,3:52.03,0.08
Rachel Krumm,1298,4:07.0,290,290,31.21,3:22.71,-1.42,4:07,31.21,3:22.71,-1.42,14:54.9,246,246,1:50.4,12:33.01,-1.29,14:54.9,2:04.57,12:58.75,-0.93,C+106,129,129,36.49,25:05.84,,31:30,2:28.76,31:44.03,0.09,2:50.1,96,96,25.83,2:18.15,-1.24,2:50.1,37.92,2:55.74,0.15,,299,299,,,,,,,,C+15,92,92,46.45,14:52.56,,16:15,1:11.71,16:43.43,0.4,3:37.2,146,146,1:06.6,3:21.34,-0.24,3:37.2,1:28.13,3:52.03,0.17
Samantha Petersen,1301,3:29.5,199,199,31.21,3:22.71,-0.22,3:29.5,31.21,3:22.71,-0.22,12:25.1,139,139,1:50.4,12:33.01,0.07,12:25.1,2:04.57,12:58.75,0.27,C+115,167,167,36.49,25:05.84,,32:15,2:28.76,31:44.03,-0.21,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,170,51,51,16.06,155.2,0.92,170.0,16.06,155.2,0.92,C+208,301,301,46.45,14:52.56,,19:28,1:11.71,16:43.43,-2.29,4:37.7,214,214,1:06.6,3:21.34,-1.15,4:37.7,1:28.13,3:52.03,-0.52
Breona Evans,1306,3:56.3,275,275,31.21,3:22.71,-1.08,3:56.3,31.21,3:22.71,-1.08,14:50.8,243,243,1:50.4,12:33.01,-1.25,14:50.8,2:04.57,12:58.75,-0.9,C+118,180,180,36.49,25:05.84,,32:30,2:28.76,31:44.03,-0.31,C+6,167,167,25.83,2:18.15,,3:06,37.92,2:55.74,-0.27,150,183,183,16.06,155.2,-0.32,150.0,16.06,155.2,-0.32,C+24,120,120,46.45,14:52.56,,16:24,1:11.71,16:43.43,0.27,3:30.6,138,138,1:06.6,3:21.34,-0.14,3:30.6,1:28.13,3:52.03,0.24
